customer_id,customer_name,age,age_group,gender,city,state,customer_type,registration_date,email,phone,is_active,total_lifetime_value
697,Lakshit Warrior,62,60+,Female,Pune,Maharashtra,VIP,2024-06-06,jack28@example.org,+91-8769105544,True,63022.12
698,Aditya Saxena,65,60+,Male,Chennai,Tamil Nadu,New,2026-02-05,chavvisethi@example.net,+91-7108836861,True,42554.48
699,Siddharth Mukherjee,67,60+,Female,Hyderabad,Telangana,Regular,2024-10-27,manejeevika@example.org,+91-9296415189,True,54589.92
700,Qadim Subramanian,71,60+,Female,Pune,Maharashtra,Regular,2026-01-09,vasanaminhas@example.com,+91-8722634284,True,30468.49
701,Jatin Ray,24,18-25,Male,Kolkata,West Bengal,New,2024-04-05,farasprabhakar@example.org,+91-7488641551,True,549773.01
702,Dayita Kata,66,60+,Male,Delhi,Delhi,Regular,2024-04-24,maxramaswamy@example.net,+91-9283160086,True,5933.1
703,Panini Date,49,46-60,Male,Chennai,Tamil Nadu,VIP,2025-03-01,horaaarush@example.org,+91-7656780732,True,29419.22
704,Bahadurjit Kakar,38,36-45,Female,Hyderabad,Telangana,New,2024-06-17,chandreshchauhan@example.com,+91-9658064404,True,67388.56
705,Rachit Grover,55,46-60,Male,Bangalore,Karnataka,Regular,2024-08-31,aradhanathaman@example.net,Phone Not Available,True,27854.96
706,Barkha Sha,74,60+,Female,Delhi,Delhi,VIP,2025-02-01,mdixit@example.net,+91-8648009496,True,41087.4
707,Nimrat Nagy,74,60+,Male,Hyderabad,Telangana,Regular,2025-06-20,charan71@example.org,+91-7164859164,True,26495.58
708,Ganga Pandit,33,26-35,Female,Mumbai,Maharashtra,New,2025-11-06,email_not_provided@unknown.com,+91-8106696437,True,240943.48
709,Jeremiah Bhatti,74,60+,Male,Delhi,Delhi,New,2024-11-26,naidupriya@example.net,+91-8852753338,True,15187.98
710,Banjeet Setty,34,26-35,Female,Chennai,Tamil Nadu,Regular,2025-01-06,zsarin@example.net,Phone Not Available,True,124972.96
711,Balveer Butala,30,26-35,Male,Pune,Maharashtra,New,2025-01-15,fkhanna@example.org,+91-8292616722,True,333518.89
712,Anamika Kale,71,60+,Female,Hyderabad,Telangana,Regular,2025-05-18,wgarg@example.net,+91-7023652358,True,0.0
713,Ganga Kanda,37,36-45,Male,Hyderabad,Telangana,New,2025-03-28,vasatika28@example.com,+91-9070198069,True,200185.16
714,Faraj Natt,41,36-45,Female,Mumbai,Maharashtra,New,2025-12-09,bhavnaaggarwal@example.com,+91-7289120231,True,85366.43
715,Ikshita Deshpande,38,36-45,Male,Kolkata,West Bengal,Regular,2024-09-15,qasim35@example.net,+91-8540538177,True,5383.14
716,Warinder Kalita,34,26-35,Female,Mumbai,Maharashtra,Regular,2024-09-20,niharikamahajan@example.net,+91-9074139908,True,618406.87
717,Aarna Mitra,69,60+,Male,Patna,Bihar,New,2024-05-04,benjamin37@example.org,+91-7543416376,True,2382.59
718,Sathvik Mall,36,36-45,Male,Chennai,Tamil Nadu,Regular,2024-11-26,mangaljhalak@example.com,+91-9503946265,True,518961.24
719,Jeevika Wason,52,46-60,Male,Kolkata,West Bengal,New,2024-10-14,lucky61@example.com,+91-7130623476,True,54870.7
720,Janya Ganguly,42,36-45,Female,Patna,Bihar,Regular,2025-11-17,email_not_provided@unknown.com,+91-7701115441,True,84621.54
721,Divya Chauhan,38,36-45,Female,Patna,Bihar,Regular,2024-12-07,kashvi08@example.net,+91-7226508926,True,344414.98
722,Gavin Bhalla,60,46-60,Male,Kolkata,West Bengal,New,2024-02-27,gangamani@example.com,+91-9229835940,True,47199.4
723,Omaja Peri,36,36-45,Female,Kolkata,West Bengal,Regular,2025-02-16,anmolbhatnagar@example.net,+91-8739889634,True,120640.53
724,Anusha Rastogi,35,26-35,Female,Mumbai,Maharashtra,New,2024-11-27,pranitmaster@example.com,+91-8699180303,True,1242486.99
725,Damyanti Deshpande,62,60+,Female,Hyderabad,Telangana,Regular,2024-05-21,tmukherjee@example.net,+91-7804479446,True,19734.18
726,Triveni Chacko,33,26-35,Female,Hyderabad,Telangana,Regular,2025-05-22,eiravatisem@example.com,+91-9313524536,True,386605.71
727,Unni Sridhar,74,60+,Male,Mumbai,Maharashtra,VIP,2024-03-25,yashica87@example.org,+91-7136351339,True,19411.32
728,Yasti Choudhry,50,46-60,Male,Delhi,Delhi,New,2024-08-27,jagrati91@example.net,+91-7867955552,True,50719.06
729,Wriddhish Jain,71,60+,Male,Kolkata,West Bengal,New,2024-08-08,snarayan@example.net,+91-8102907614,True,16822.15
730,Kavya Reddy,49,46-60,Male,Patna,Bihar,Regular,2025-01-26,tanmayi78@example.net,+91-7155396114,True,2088.32
731,Max Hegde,66,60+,Male,Patna,Bihar,Regular,2024-11-16,rkapoor@example.com,+91-8988327020,True,13141.69
732,Pavani Bhatt,54,46-60,Male,Mumbai,Maharashtra,Regular,2025-04-08,mohammedsinha@example.net,+91-8056884207,True,32577.49
733,Divya Dara,18,18-25,Female,Delhi,Delhi,New,2024-02-28,ldani@example.net,+91-8861473604,True,324403.49
734,Patrick Raj,20,18-25,Male,Delhi,Delhi,Regular,2025-09-24,dugarpooja@example.com,+91-7604396054,True,2588.5
735,Pushti Bir,47,46-60,Male,Mumbai,Maharashtra,VIP,2024-07-30,bakhshi02@example.net,+91-7198683979,True,6838.57
736,Jeremiah Kunda,56,46-60,Male,Mumbai,Maharashtra,Regular,2024-06-01,keyapatla@example.org,+91-8068528909,True,26809.6
737,Gautami Bhandari,35,26-35,Female,Hyderabad,Telangana,New,2025-07-25,mohammed27@example.net,+91-7736907083,True,629089.52
738,Samar Rajagopalan,18,18-25,Female,Bangalore,Karnataka,Regular,2024-02-20,pranitnayar@example.net,+91-9386736750,True,237152.19
739,Omisha Kala,29,26-35,Female,Chennai,Tamil Nadu,VIP,2025-02-13,pranitlanka@example.net,+91-8815675480,True,224871.07
740,Tarak Sule,35,26-35,Male,Chennai,Tamil Nadu,Regular,2024-11-16,inayamammen@example.com,+91-9859803233,True,138773.93
741,Ekaraj Goswami,30,26-35,Female,Pune,Maharashtra,New,2026-01-05,chandernandini@example.com,+91-8231155230,True,249749.21
742,Chandani Pandit,74,60+,Female,Kolkata,West Bengal,New,2024-08-22,patilmaanav@example.com,+91-9741777565,True,12898.7
743,Hemang Dayal,32,26-35,Male,Pune,Maharashtra,Regular,2024-05-02,email_not_provided@unknown.com,+91-7983449682,True,439841.64
744,Xavier Zacharia,23,18-25,Male,Pune,Maharashtra,New,2025-04-28,bnarasimhan@example.org,+91-8757504745,True,107622.07
745,Tanay Devi,23,18-25,Male,Mumbai,Maharashtra,New,2025-02-12,rajuaishani@example.org,+91-8776695298,True,184117.54
746,Sathvik Swamy,58,46-60,Male,Pune,Maharashtra,Regular,2024-02-20,girikkothari@example.com,+91-8902051681,True,37079.31
747,Bachittar Char,20,18-25,Male,Pune,Maharashtra,Regular,2026-01-08,gbrahmbhatt@example.com,+91-7503010396,True,422896.82
748,Avi Chopra,47,46-60,Female,Chennai,Tamil Nadu,Regular,2024-02-15,yahvi12@example.org,+91-7361296040,True,8929.08
749,Yahvi Joshi,59,46-60,Male,Chennai,Tamil Nadu,Regular,2026-02-06,evaidya@example.org,+91-7079738865,True,22188.53
750,Megha Pillai,22,18-25,Male,Patna,Bihar,New,2024-12-12,gnarasimhan@example.com,+91-9891865998,True,486486.32
751,Panini Brahmbhatt,36,36-45,Female,Delhi,Delhi,Regular,2025-04-25,walizinal@example.com,+91-7247323190,True,140024.91
752,Shivansh Hayre,75,60+,Female,Patna,Bihar,New,2025-11-17,mason67@example.net,+91-7721552372,True,59932.16
753,Inaya Hans,48,46-60,Female,Pune,Maharashtra,Regular,2025-06-24,gayathribahl@example.net,+91-7638930383,True,25614.42
754,Anusha Chada,51,46-60,Male,Delhi,Delhi,Regular,2025-09-27,rbuch@example.org,+91-9445640691,True,32837.0
755,Gavin Bahl,42,36-45,Male,Patna,Bihar,VIP,2025-01-24,sarthakapte@example.net,+91-7604833684,True,306569.51
756,Bhavika Ramesh,33,26-35,Male,Delhi,Delhi,VIP,2024-08-04,jagratibhasin@example.org,+91-7189802209,True,541743.19
757,Lila Dhar,45,36-45,Male,Pune,Maharashtra,New,2025-07-04,xsinghal@example.com,+91-9261049055,True,537133.85
758,Udarsh Goswami,38,36-45,Male,Bangalore,Karnataka,Regular,2024-03-11,chandanirau@example.net,Phone Not Available,True,198635.57
759,Varenya Chander,28,26-35,Male,Bangalore,Karnataka,Churned,2024-02-26,parikhvasana@example.net,+91-9379832174,False,0.0
760,Samuel Pant,66,60+,Male,Chennai,Tamil Nadu,New,2024-05-09,rmall@example.net,+91-9374007927,True,65245.35
761,Rohan Vora,68,60+,Female,Delhi,Delhi,VIP,2024-07-04,benjaminchanda@example.org,+91-7075809109,True,15884.66
762,Gaurika Peri,73,60+,Male,Bangalore,Karnataka,Regular,2024-07-22,inadkarni@example.net,+91-7171778634,True,12441.36
763,Jonathan Bahri,57,46-60,Female,Delhi,Delhi,VIP,2025-01-10,theodore90@example.com,+91-8403764473,True,65449.05
764,Vritti Lal,18,18-25,Female,Pune,Maharashtra,VIP,2025-08-27,neelgaba@example.com,Phone Not Available,True,368756.81
765,Jacob Nayak,62,60+,Female,Kolkata,West Bengal,Regular,2024-06-02,benjamin58@example.net,+91-8031652615,True,0.0
766,Aadhya Mane,42,36-45,Male,Chennai,Tamil Nadu,Regular,2024-06-22,koshycaleb@example.org,+91-7893579199,True,122529.66
767,Mohini Pandya,74,60+,Male,Pune,Maharashtra,New,2024-11-07,nvarma@example.org,+91-8394125954,True,9933.81
768,Zehaan Anand,58,46-60,Male,Kolkata,West Bengal,New,2025-03-19,hiraldeep@example.com,+91-7938736169,True,34365.53
769,Isaiah Ahuja,61,60+,Female,Delhi,Delhi,Regular,2025-02-28,dyohannan@example.org,+91-8499630814,True,51998.79
770,Anjali Ganguly,60,46-60,Female,Mumbai,Maharashtra,Regular,2025-09-02,yatan15@example.com,+91-8291520149,True,55845.06
771,Chaitaly Agrawal,45,36-45,Male,Chennai,Tamil Nadu,Regular,2025-05-26,vyasbalveer@example.com,+91-9751542283,True,108810.41
772,Tanveer Trivedi,21,18-25,Female,Pune,Maharashtra,VIP,2025-05-14,bbahri@example.net,+91-7458055782,True,344022.46
773,Gagan Nadkarni,46,46-60,Male,Chennai,Tamil Nadu,New,2025-06-20,email_not_provided@unknown.com,+91-7428990753,True,32258.25
774,Caleb Lalla,32,26-35,Female,Bangalore,Karnataka,Churned,2024-11-14,bishakha99@example.net,+91-8297330503,False,0.0
775,Falan Iyengar,46,46-60,Female,Hyderabad,Telangana,Regular,2025-07-31,jagat56@example.net,+91-7311862740,True,32918.06
776,Jacob Chakrabarti,22,18-25,Female,Hyderabad,Telangana,Regular,2024-08-11,umang45@example.net,+91-7051912787,True,203623.15
777,Pranav Mani,50,46-60,Female,Kolkata,West Bengal,Churned,2025-02-22,parmarkaran@example.net,+91-8590257808,False,0.0
778,Jagdish Karnik,37,36-45,Male,Pune,Maharashtra,Regular,2025-06-29,palyatan@example.org,+91-9824633059,True,136730.99
779,Arunima Bora,54,46-60,Male,Delhi,Delhi,Churned,2024-09-16,kalakarpe@example.com,+91-9915532593,False,0.0
780,Sai Mital,41,36-45,Male,Patna,Bihar,VIP,2025-11-01,gopalchoudhry@example.net,+91-9920161757,True,159728.22
781,Vedika Chaudhry,50,46-60,Male,Kolkata,West Bengal,Regular,2024-08-04,mitrayash@example.com,+91-8928685525,True,11284.51
782,Yuvraj Bose,41,36-45,Male,Bangalore,Karnataka,VIP,2024-02-28,kritikamahal@example.com,+91-8459665989,True,353441.21
783,Michael Koshy,47,46-60,Female,Mumbai,Maharashtra,Regular,2025-08-01,oshere@example.net,+91-8054814271,True,23400.3
784,Samuel Borra,24,18-25,Male,Mumbai,Maharashtra,New,2025-10-23,hdhillon@example.org,+91-9479762912,True,696995.22
785,Ishanvi Bumb,42,36-45,Female,Patna,Bihar,Regular,2025-11-14,lrastogi@example.com,+91-8206918087,True,712634.68
786,Pratyush Ghosh,18,18-25,Female,Chennai,Tamil Nadu,Regular,2025-01-30,ucchalnaik@example.com,+91-8205023650,True,135232.02
787,Hritik Sankar,28,26-35,Male,Bangalore,Karnataka,Regular,2024-06-19,daliabarkha@example.net,+91-8756709875,True,259688.84
788,Joshua Anne,49,46-60,Male,Mumbai,Maharashtra,New,2024-06-19,isanghvi@example.org,Phone Not Available,True,9828.63
789,Elijah Pandit,73,60+,Female,Hyderabad,Telangana,VIP,2024-10-24,ayaan85@example.com,+91-8213738174,True,24981.54
790,Chaman Swamy,71,60+,Male,Hyderabad,Telangana,VIP,2025-10-28,pmukhopadhyay@example.com,+91-8839199459,True,14219.78
791,Anya Bali,28,26-35,Female,Hyderabad,Telangana,Regular,2025-08-31,mahikaray@example.com,+91-7632312940,True,333879.05
792,Abha Keer,56,46-60,Male,Kolkata,West Bengal,New,2024-11-12,darpan10@example.com,+91-8379171332,True,22362.99
793,Arya Bhatnagar,70,60+,Female,Delhi,Delhi,Regular,2025-06-15,bhattacharyyapooja@example.net,+91-7545974224,True,34285.12
794,Rudra Khosla,29,26-35,Female,Bangalore,Karnataka,Churned,2025-01-01,yashicachander@example.net,+91-7813449990,False,0.0
795,Dipta Bora,32,26-35,Female,Bangalore,Karnataka,New,2025-11-23,farhanbarman@example.org,+91-8962395308,True,173485.78
796,Ikbal Parekh,22,18-25,Male,Pune,Maharashtra,VIP,2025-06-25,quincymisra@example.com,+91-7517135947,True,298639.9
797,Janaki Banerjee,46,46-60,Male,Delhi,Delhi,Regular,2025-04-24,sakshamsachar@example.com,+91-9701753689,True,32481.54
798,Champak Ganesh,27,26-35,Female,Kolkata,West Bengal,New,2024-12-06,omistry@example.net,+91-9628014031,True,511158.26
799,Harish Walla,62,60+,Male,Hyderabad,Telangana,VIP,2025-05-22,chaaya90@example.net,+91-7250273547,True,18037.34
800,Mugdha Choudhry,25,18-25,Female,Delhi,Delhi,Regular,2024-04-06,bandivarsha@example.net,+91-8801692652,True,189816.54
801,Kavya Basu,53,46-60,Male,Pune,Maharashtra,New,2025-09-12,danielbhavsar@example.org,Phone Not Available,True,28897.1
802,Niharika Shankar,52,46-60,Male,Mumbai,Maharashtra,Churned,2024-05-17,radhabhasin@example.com,+91-8452698703,False,0.0
803,Wishi Chander,27,26-35,Female,Chennai,Tamil Nadu,New,2025-01-08,osinha@example.com,+91-9139740307,True,360524.16
804,Lipika Saxena,39,36-45,Male,Pune,Maharashtra,VIP,2025-12-12,tristanyohannan@example.org,+91-9201030875,True,243390.56
805,Prisha Sagar,21,18-25,Female,Kolkata,West Bengal,New,2025-03-09,tristanbalakrishnan@example.net,+91-8549268810,True,627482.95
806,Kala Bumb,32,26-35,Female,Pune,Maharashtra,Regular,2024-05-03,hritikmahal@example.net,+91-9057383629,True,204031.29
807,Jeremiah Bansal,52,46-60,Female,Hyderabad,Telangana,Churned,2024-05-18,amrita14@example.org,+91-8817510163,False,0.0
808,Faqid Kar,55,46-60,Female,Patna,Bihar,Churned,2025-09-13,email_not_provided@unknown.com,+91-8169171370,False,0.0
809,Agastya Patel,57,46-60,Female,Bangalore,Karnataka,New,2025-04-29,harshil53@example.com,+91-9841553263,True,9727.46
810,Chanakya Vaidya,72,60+,Female,Patna,Bihar,Churned,2024-06-26,oupadhyay@example.com,+91-8416439943,False,0.0
811,Inaya Bera,24,18-25,Female,Pune,Maharashtra,Regular,2025-12-31,chaudhryvinaya@example.com,+91-9860307236,True,189968.79
812,Vasana Sathe,44,36-45,Male,Bangalore,Karnataka,Regular,2025-10-04,grewalxavier@example.org,+91-8037673265,True,19782.6
813,Mitali Talwar,62,60+,Male,Bangalore,Karnataka,Regular,2025-08-17,kashyapjasmit@example.com,+91-9280553557,True,60665.91
814,Vamakshi Dubey,23,18-25,Female,Delhi,Delhi,Regular,2024-10-21,datekritika@example.net,+91-9734226078,True,407331.25
815,Vasatika Nayak,61,60+,Male,Delhi,Delhi,New,2025-09-07,gavin83@example.org,+91-8762745857,True,71382.95
816,Fariq Patla,32,26-35,Female,Bangalore,Karnataka,Churned,2025-02-14,khannachasmum@example.com,+91-7596249918,False,0.0
817,Janaki Peri,52,46-60,Female,Hyderabad,Telangana,Regular,2025-03-30,natarajanvarsha@example.net,+91-7935065010,True,8040.31
818,Jairaj Bhavsar,50,46-60,Female,Mumbai,Maharashtra,New,2024-04-07,qvala@example.net,+91-9656865285,True,20721.52
819,Henry Raval,26,26-35,Female,Chennai,Tamil Nadu,New,2025-11-20,idutta@example.net,+91-9794609781,True,43548.05
820,Yatan Rao,55,46-60,Male,Chennai,Tamil Nadu,Regular,2024-04-19,manbirsekhon@example.net,+91-9238759350,True,57564.69
821,Christopher Bir,53,46-60,Female,Pune,Maharashtra,Churned,2024-06-27,pushti80@example.org,+91-7788357215,False,0.0
822,Ekavir Ravi,56,46-60,Female,Hyderabad,Telangana,Regular,2024-09-30,borahayushman@example.net,+91-8127458226,True,99935.58
823,Vinaya Badami,25,18-25,Male,Hyderabad,Telangana,New,2025-07-06,ekumer@example.org,+91-7957097437,True,298272.14
824,Rishi Behl,37,36-45,Female,Delhi,Delhi,Regular,2024-08-15,boralibni@example.net,+91-8564520672,True,340511.63
825,Brinda Rama,67,60+,Female,Patna,Bihar,VIP,2024-07-14,faqidsanghvi@example.org,+91-8187980463,True,19511.65
826,Anita Patel,27,26-35,Female,Patna,Bihar,New,2025-10-24,sachdevakala@example.com,+91-7198036939,True,148643.75
827,Manbir Shere,65,60+,Female,Hyderabad,Telangana,New,2026-01-20,rachanaraman@example.com,+91-9598051532,True,32779.68
828,Rehaan Ray,33,26-35,Female,Delhi,Delhi,New,2024-06-30,raoishanvi@example.net,+91-9634746200,True,0.0
829,Samar Nagy,32,26-35,Female,Kolkata,West Bengal,New,2025-04-24,brijeshsane@example.com,Phone Not Available,True,395034.29
830,Raksha Kaur,30,26-35,Female,Kolkata,West Bengal,Churned,2025-09-16,fariqbhalla@example.net,+91-9574727889,False,0.0
831,Kiaan Sankar,54,46-60,Female,Mumbai,Maharashtra,Regular,2025-11-10,alexander87@example.com,+91-9731342108,True,35141.31
832,Alka Anne,69,60+,Male,Pune,Maharashtra,Regular,2025-06-11,teerthrana@example.com,+91-9407187857,True,46582.55
833,Jacob Buch,75,60+,Male,Bangalore,Karnataka,Regular,2024-07-04,urviparmar@example.net,+91-9708637771,True,72686.77
834,Ati Dubey,30,26-35,Male,Delhi,Delhi,New,2025-07-12,udyatijaggi@example.org,+91-9735069942,True,357298.38
835,Ojas More,35,26-35,Male,Mumbai,Maharashtra,New,2024-12-24,sarangautam@example.org,+91-7851327512,True,211116.3
836,Turvi Peri,42,36-45,Female,Kolkata,West Bengal,Regular,2025-11-10,bishakha53@example.com,+91-9562514345,True,348728.66
837,Baljiwan Randhawa,57,46-60,Female,Bangalore,Karnataka,New,2024-08-02,rajagopalankevin@example.com,+91-8977672393,True,76556.26
838,Gagan Goyal,68,60+,Female,Chennai,Tamil Nadu,Churned,2024-09-30,bhavani80@example.com,+91-9998648221,False,0.0
839,Chaman Menon,22,18-25,Male,Pune,Maharashtra,Regular,2025-04-19,raghavmukherjee@example.com,+91-9332899892,True,202574.92
840,Gopal Basak,42,36-45,Male,Hyderabad,Telangana,VIP,2025-04-05,parth05@example.net,+91-9258493649,True,51572.03
841,Tanay Nanda,51,46-60,Female,Delhi,Delhi,New,2024-08-21,nandinimitra@example.org,+91-8379274593,True,61685.8
842,Chavvi Mall,20,18-25,Female,Bangalore,Karnataka,New,2025-11-06,zbalay@example.net,+91-7707222799,True,624334.24
843,Reva Arora,47,46-60,Male,Delhi,Delhi,VIP,2025-04-29,mason27@example.net,+91-7710979210,True,14438.99
844,Ladli Sekhon,63,60+,Male,Mumbai,Maharashtra,Regular,2025-12-13,goelmohini@example.com,+91-7016160184,True,16964.69
845,Hardik Grewal,44,36-45,Female,Bangalore,Karnataka,New,2024-06-07,pantnihal@example.net,+91-7552460118,True,3746.51
846,Veer Jaggi,42,36-45,Male,Kolkata,West Bengal,New,2025-09-28,yuvraj77@example.org,+91-8032115742,True,175625.67
847,Eshana Natarajan,51,46-60,Male,Patna,Bihar,Regular,2025-12-04,johalomisha@example.com,+91-8407264465,True,3979.55
848,Arunima Kulkarni,32,26-35,Male,Kolkata,West Bengal,Regular,2025-12-15,radha89@example.net,+91-9076360530,True,507128.36
849,Ojas Mall,54,46-60,Male,Kolkata,West Bengal,Churned,2025-10-17,cvala@example.net,+91-9609391219,False,0.0
850,Brinda Sidhu,57,46-60,Female,Chennai,Tamil Nadu,New,2025-09-14,petersem@example.com,+91-9355178541,True,84174.28
851,Quincy Balay,29,26-35,Female,Hyderabad,Telangana,Churned,2025-12-05,cbhandari@example.net,+91-8269637228,False,0.0
852,Kritika Deep,37,36-45,Female,Patna,Bihar,New,2026-01-28,rishi11@example.org,+91-8843376992,True,145252.44
853,Krish Cherian,37,36-45,Female,Pune,Maharashtra,Regular,2025-11-26,anthonysekhon@example.net,+91-9337850686,True,289666.63
854,Yachana Puri,30,26-35,Female,Kolkata,West Bengal,VIP,2025-04-20,ghoshaditya@example.net,+91-9028068226,True,400575.45
855,Charles Sidhu,64,60+,Male,Chennai,Tamil Nadu,New,2024-03-27,vivaan68@example.com,+91-8805258808,True,5737.7
856,Ekaja Nayar,72,60+,Female,Kolkata,West Bengal,VIP,2024-12-02,yauvani51@example.org,+91-7074822497,True,13783.61
857,Tejas Reddy,68,60+,Female,Mumbai,Maharashtra,New,2024-02-22,kpillay@example.com,Phone Not Available,True,25839.26
858,Sneha Behl,21,18-25,Female,Chennai,Tamil Nadu,VIP,2024-06-19,ishita77@example.net,+91-7534434984,True,1162621.79
859,Anamika Dani,70,60+,Male,Pune,Maharashtra,New,2024-12-13,eraghavan@example.net,+91-7676905716,True,18240.67
860,Xavier Batta,22,18-25,Male,Delhi,Delhi,Regular,2025-06-02,mnazareth@example.com,+91-7691209883,True,414814.86
861,Leena Choudhry,67,60+,Female,Hyderabad,Telangana,Regular,2025-05-03,balawriddhish@example.net,+91-7430087384,True,34236.93
862,George Oak,41,36-45,Female,Mumbai,Maharashtra,Regular,2025-12-13,kbuch@example.org,+91-8931233039,True,480731.77
863,Nathan Kapur,39,36-45,Female,Pune,Maharashtra,Regular,2024-03-20,oscar45@example.org,+91-9084191225,True,605584.89
864,Hema Mohan,24,18-25,Male,Kolkata,West Bengal,New,2024-12-17,cmagar@example.org,+91-9381720244,True,326847.23
865,Bachittar Jain,28,26-35,Male,Chennai,Tamil Nadu,New,2024-03-15,yauvanidutt@example.com,+91-8910722155,True,190940.64
866,Vivaan Lala,71,60+,Male,Patna,Bihar,New,2024-12-11,gaurangivala@example.com,+91-9903759190,True,54848.36
867,Diya Nanda,75,60+,Male,Mumbai,Maharashtra,VIP,2024-08-23,email_not_provided@unknown.com,+91-8063572035,True,44986.2
868,Mason Mohan,66,60+,Male,Kolkata,West Bengal,VIP,2025-05-12,ramanathanyatan@example.org,+91-9571159441,True,37919.36
869,Yatan Garde,75,60+,Female,Chennai,Tamil Nadu,Churned,2026-01-15,zmani@example.com,+91-8914687779,False,0.0
870,Imaran Mitter,26,26-35,Female,Chennai,Tamil Nadu,New,2024-12-12,brana@example.com,+91-9164655118,True,616095.07
871,Rachita Parmar,30,26-35,Female,Patna,Bihar,Regular,2025-06-28,manyanori@example.net,+91-7722782830,True,282312.82
872,Alexander Chadha,52,46-60,Male,Delhi,Delhi,Regular,2024-10-28,chakrabortyakshay@example.net,+91-8511384215,True,50231.35
873,Bhavna Cheema,53,46-60,Male,Bangalore,Karnataka,Regular,2024-11-08,gabrielwason@example.com,+91-8997900362,True,7548.37
874,Frado Sani,64,60+,Male,Bangalore,Karnataka,Regular,2026-02-03,wdhawan@example.com,+91-8776823015,True,11197.65
875,Anay Ghose,33,26-35,Female,Delhi,Delhi,Regular,2025-06-03,rattiayush@example.com,+91-9870178768,True,124751.75
876,Henry Bajaj,32,26-35,Male,Mumbai,Maharashtra,Regular,2025-02-05,ihegde@example.org,+91-9345988632,True,138259.38
877,Mohini Mannan,22,18-25,Male,Kolkata,West Bengal,New,2025-04-06,anmol32@example.com,+91-7137917027,True,61032.84
878,Anay Ganesan,47,46-60,Male,Chennai,Tamil Nadu,Regular,2024-08-05,samaomisha@example.net,+91-7794156994,True,18521.61
879,Mugdha Mitra,68,60+,Male,Pune,Maharashtra,Regular,2024-03-10,rohanhayer@example.com,+91-8856682009,True,50154.9
880,Hemangini Jain,46,46-60,Male,Pune,Maharashtra,VIP,2024-03-16,chakradev94@example.org,+91-9180246131,True,19692.03
881,Tanish Bhattacharyya,37,36-45,Male,Patna,Bihar,VIP,2025-07-28,umangde@example.org,+91-9335280574,True,276807.2
882,Jagvi Date,47,46-60,Male,Pune,Maharashtra,Regular,2024-03-07,meghana72@example.net,+91-7650768711,True,5021.03
883,Aarna Dutta,37,36-45,Female,Mumbai,Maharashtra,Regular,2025-10-24,parikhanthony@example.net,+91-9086150920,True,407516.23
884,Bina Shukla,44,36-45,Female,Pune,Maharashtra,New,2025-03-05,chamelipradhan@example.com,+91-7009560275,True,417748.74
885,Ansh Loke,40,36-45,Female,Patna,Bihar,VIP,2025-09-04,vidhi80@example.net,+91-9628935932,True,133489.52
886,Pooja Arya,37,36-45,Male,Chennai,Tamil Nadu,Regular,2025-03-24,champak42@example.com,+91-9818074485,True,130844.62
887,Edhitha Dara,28,26-35,Male,Mumbai,Maharashtra,Churned,2026-01-04,email_not_provided@unknown.com,+91-9638190307,False,0.0
888,Rachit Oza,75,60+,Male,Chennai,Tamil Nadu,New,2024-02-25,ayushman15@example.org,+91-9961255621,True,34046.11
889,Mohammed Vyas,28,26-35,Female,Kolkata,West Bengal,Regular,2026-02-10,rachitadhawan@example.org,+91-7051297994,True,694086.6
890,Vihaan Khanna,68,60+,Female,Mumbai,Maharashtra,VIP,2024-06-26,nchoudhary@example.net,+91-8587016815,True,57305.21
891,Farhan Suresh,67,60+,Female,Mumbai,Maharashtra,New,2025-03-21,avarkey@example.net,+91-9258998797,True,24688.43
892,Meera Chaudhari,42,36-45,Male,Chennai,Tamil Nadu,New,2025-10-07,email_not_provided@unknown.com,+91-9545796516,True,86167.34
893,Vedhika Devan,18,18-25,Male,Pune,Maharashtra,VIP,2025-04-05,trastogi@example.net,+91-9930234320,True,671797.92
894,Charles Goswami,60,46-60,Female,Chennai,Tamil Nadu,VIP,2025-02-23,itella@example.net,+91-7862206749,True,10160.47
895,Saanvi Sinha,19,18-25,Female,Pune,Maharashtra,Regular,2026-02-02,sawhneyanika@example.com,+91-9238592620,True,10441.38
896,Ayush Koshy,24,18-25,Male,Hyderabad,Telangana,New,2024-06-05,oeshikrishnamurthy@example.net,+91-7435804826,True,265904.03
897,Ekani Bakshi,62,60+,Male,Kolkata,West Bengal,New,2025-01-31,nborah@example.org,Phone Not Available,True,65522.94
898,Wridesh Vora,50,46-60,Female,Patna,Bihar,VIP,2025-09-20,lekha69@example.org,+91-9114420802,True,53785.92
899,Balendra Mohanty,60,46-60,Female,Pune,Maharashtra,New,2024-06-02,lekhasankar@example.com,+91-8936863662,True,24213.48
900,Yashasvi Sani,54,46-60,Male,Chennai,Tamil Nadu,Regular,2025-07-19,balvanpai@example.org,+91-8321636665,True,52158.69
901,Jagdish Bawa,74,60+,Female,Mumbai,Maharashtra,Regular,2025-06-16,warriorindrajit@example.net,+91-7896406881,True,26885.77
902,Samesh Viswanathan,59,46-60,Female,Bangalore,Karnataka,Regular,2024-07-02,mahikaedwin@example.net,+91-9798818144,True,83152.08
903,Baljiwan Sehgal,25,18-25,Male,Hyderabad,Telangana,Regular,2024-10-09,xalak95@example.net,+91-8297564974,True,280092.86
